#,tweet_id,evidence_url,claim_reviewed,indian
14876,1.48883080836208E+018,https://www.altnews.in/video-from-thane-falsely-viral-as-muslim-woman-preventing-flag-hoisting-on-r-day/,Muslim woman in Maharashtra blocking flag hoisting and snatching Bharat Mata's photo on Republic Day,1
14920,1.49101053969026E+018,https://www.boomlive.in/fact-check/politics/karnataka-national-flag-replaced-with-saffron-flag-replaces-indian-flag-shivamogga-karnataka-hijab-row-factcheck-16683,"Video shows National flag being replaced with saffron flag in Shivamogga, Karnataka",1
15395,1.48639379490829E+018,https://www.altnews.in/did-tmc-members-unfurl-party-flag-while-singing-national-anthem-on-r-day-no-cropped-video-viral/,AITC leader Purna Chandra Bauri and others hoisted TMC flag while singing national anthem,1
15526,1.49353087730519E+018,https://www.altnews.in/hijab-row-bjp-leaders-falsely-claim-bombs-hurled-at-murshidabad-school-during-protest/,Bombs hurled at school over Hijab ban in the Murshidabad distrcit of West Bengal,1
15527,1.49353321502535E+018,https://www.altnews.in/hijab-row-bjp-leaders-falsely-claim-bombs-hurled-at-murshidabad-school-during-protest/,Bombs hurled at school over Hijab ban in the Murshidabad distrcit of West Bengal,1
15551,1.49628954705934E+018,https://www.altnews.in/no-hanuman-temple-wasnt-attacked-during-communal-clash-in-telanganas-karmanghat/,Muslims attacked Karmanghat Hanuman temple,1
15624,1.50261243407009E+018,https://www.boomlive.in/fact-check/politics/fake-message-claims-bjp-won-165-seats-in-up-with-fewer-than-2000-votes-17158,"BjP won 7 seats by 200 votes, 23 seats by 500 votes, 49 seats by 1000 votes and   86 by 2000 votes",1
15649,1.50512906968744E+018,https://www.altnews.in/video-of-karnataka-hc-reprimanding-a-lawyer-is-not-related-to-the-hijab-row/,Karnataka HC suspended the license of the lawyer representing the petitioners over Hijab ban,1
15750,1.50782044575594E+018,https://www.altnews.in/no-this-isnt-tn-man-arrested-for-issuing-death-threats-to-karnataka-judges/,Clip of person who gave death threat to Karnataka High Court judges for hijab verdict,1
15868,1.48273110145002E+018,https://www.indiatoday.in/fact-check/story/coca-cola-first-year-sales-bottles-glasses-post-viral-1616800-2019-11-07,Coca-Cola sold just 25 bottles in its first year.,1
15903,1.48744132944161E+018,https://www.indiatoday.in/fact-check/story/fact-check-not-king-bahrain-in-dubai-automaton-bodyguard-1712063-2020-08-17,Video shows King of Bahrain arriving in Dubai with his robot bodyguard.,1
15943,1.50171791804804E+018,https://www.indiatoday.in/fact-check/story/fact-check-conspiracy-theory-falsely-accuses-pharma-company-behind-covid-outbreak-and-vaccine-1802143-2021-05-13,"The Chinese laboratory in Wuhan where coronavirus emerged is owned by GlaxoSmithKline (GSK). The same GSK also owns Pfizer, the pharma company that produces vaccine for the virus. ",1
15995,1.48746080180801E+018,https://newschecker.in/fact-check/was-imran-khan-expelled-from-oic-for-speaking-against-ram-temple,Imran Khan Expelled From Conference Of Islamic Countries For Speaking Against Ram Temple,1
16037,1.49442020735153E+018,https://www.indiatoday.in/fact-check/story/fact-check-forged-letter-claims-pro-khalistan-sikhs-for-justice-supports-aap-in-punjab-polls-1914861-2022-02-18,This letter proves that the pro-Khalistan organisation Sikhs For Justice supports Aam Admi Party in the Punjab Elections. ,1
16057,1.49672425002301E+018,https://newschecker.in/fact-check/news/fighter-jets-flying-over-ukraine,Video shows Russian fighter jets flying over Ukraine,1
16061,1.49675855593579E+018,https://newschecker.in/fact-check/news/fighter-jets-flying-over-ukraine,Video shows Russian fighter jets flying over Ukraine,1
16065,1.49672432056705E+018,https://newschecker.in/fact-check/news/fighter-jets-flying-over-ukraine,Video shows Russian fighter jets flying over Ukraine,1
16069,1.49687431719959E+018,https://newschecker.in/fact-check/news/video-of-libyan-rebels-shooting-down-plane-from-2011-shared-in-context-of-russia-ukraine-conflict,Video shows Russian fighter jet being shot down by Ukraine forces,1
16249,1.50074114026119E+018,https://newsmobile.in/articles/2022/03/07/fact-check-does-the-viral-video-show-fake-dead-bodies-of-ukrainians/,The viral video of moving corpse shows a media report about the Russia-Ukraine war,1
16281,1.50587638704293E+018,https://www.indiatoday.in/fact-check/story/fact-check-simulated-video-ethiopian-plane-chinese-boeing-737-crash-1927826-2022-03-21,Final moments recorded on a Boeing 737 that crashed in southern China with 133 passengers and crew on board.,1
16305,1.06739056675999E+018,https://www.altnews.in/bjp-it-cell-head-amit-malviya-shares-mischievously-clipped-video-of-manmohan-singh/,"Dr Manmohan Singh contradicted Rahul Gandhi, praised MP and Chhattisgarh state govts",1
16308,1.06737824528749E+018,https://www.altnews.in/bjp-it-cell-head-amit-malviya-shares-mischievously-clipped-video-of-manmohan-singh/,"Dr Manmohan Singh contradicted Rahul Gandhi, praised MP and Chhattisgarh state govts",1
16318,1.03826740686565E+018,https://www.altnews.in/no-adolf-hitler-had-not-said-burn-me-alive-if-i-am-wrong-in-1936-speech-at-essen/,"Hitler in a speech in 1936 said, ""Burn me alive if I am wrong""",1
16415,1.02891881517702E+018,https://www.altnews.in/rss-workers-aid-gujarat-flood-shared-as-kerala/,RSS workers giving aid during Kerala floods,1
16465,1.06422268632547E+018,https://www.altnews.in/shehla-rashid-pocketing-money-crowdfunded-for-kathua-unnao-victims-family-is-fake-news/,Shehla Rashid siphoned off money crowdfunded for Kathua/Unnao victims,1
16477,1.04602017069792E+018,https://www.altnews.in/is-sonia-gandhi-the-4th-richest-woman-in-the-world-as-claimed-by-viral-social-media-posts/,Sonia Gandhi fourth richest in the world,1
16483,1.06329758707849E+018,https://www.boomlive.in/janam-tv-peddles-fake-news-of-trupti-desai-converting-to-christianity/,Trupti Desai Converted To Christianity,1
16484,1.06436784762578E+018,https://www.boomlive.in/janam-tv-peddles-fake-news-of-trupti-desai-converting-to-christianity/,Trupti Desai Converted To Christianity,1
16611,1.06405255473519E+018,https://www.boomlive.in/have-upa-era-oil-bonds-prevented-modi-govt-from-reducing-oil-prices/,Modi Govt Has Paid Back UPA-era Oil Bonds Of Rs 1.3 Lakh Crore,1
16648,1.01673852651006E+018,https://www.altnews.in/no-mumbai-airport-is-not-flooded-old-video-from-mexico-shared-on-social-media/,Mumbai/ Hyderabad airport flooded due to heavy rain,1
16666,1.00396186979355E+018,https://www.altnews.in/no-ashok-gehlot-did-not-say-that-generating-electricity-will-remove-energy-from-water/,Ashok Gehlot: Generating electricity will remove energy from water,1
16685,1.00401792524465E+018,https://www.altnews.in/no-ashok-gehlot-did-not-say-that-generating-electricity-will-remove-energy-from-water/,Ashok Gehlot: Generating electricity will remove energy from water,1
16748,1.07890944492938E+018,https://www.altnews.in/pm-modi-makes-false-claim-of-karnataka-government-waiving-loans-of-only-800-farmers/,Karnataka Govt waived loans of only 800 farmers,1
16931,1.05166946331195E+018,https://www.altnews.in/no-rice-for-oil-agreement-between-india-and-iran-is-not-a-modi-govt-initiative/,Rice-for-oil agreement with Iran is a unique initiative by Modi Government,1
17119,1.01832134381562E+018,https://www.altnews.in/disaster-relief-helicopters-uttarakhand-ani/,Passengers in Uttarkhand to be charged for rescue operations,1
17157,1.0333653585041E+018,https://www.altnews.in/did-arnab-goswami-call-the-people-of-kerala-shameless/,Arnab Goswami calls Keralites shamless,1
17201,9.85716702741778E+017,https://www.altnews.in/old-news-of-14-year-old-raped-inside-mosque-in-moradabad-circulates-as-recent-incident/,14-year old raped inside mosque in Moradabad,1
17234,9.88114737358693E+017,https://www.altnews.in/viral-fake-news-about-student-leader-kanhaiya-kumar-having-failed-for-11th-time/,Kanhaiya Kumar failed for 11th time in JNU exam,1
17300,1.00172321907688E+018,https://www.altnews.in/ten-year-old-video-circulates-as-raid-on-tn-church-involved-in-tuticorin-riots/,Church in Tamil Nadu involved in Tuticorin riots,1
17689,1.21421350255608E+018,https://www.indiatoday.in/fact-check/story/fact-check-is-this-the-video-of-us-drone-strike-that-killed-iranian-general-soleimani-1634526-2020-01-06,Video is of drone attack that killed top Iranian general Qassem Soleimani,1
17725,1.24069054638696E+018,https://www.indiatoday.in/fact-check/story/donald-trump-coronavirus-vaccine-ready-use-roche-1656674-2020-03-18,Donald Trump announced that Roche will launch a vaccine for coronavirus next Sunday.,1
17812,1.24571893525041E+018,https://www.indiatoday.in/fact-check/story/fact-check-are-coronavirus-tests-most-expensive-in-india-1659724-2020-03-25,"While coronavirus tests in other countries are conducted for free or at nominal charges, in India, it costs Rs 4,500
",1
17814,1.24244315974277E+018,https://www.indiatoday.in/fact-check/story/fact-check-are-coronavirus-tests-most-expensive-in-india-1659724-2020-03-25,"While coronavirus tests in other countries are conducted for free or at nominal charges, in India, it costs Rs 4,500
",1
17864,1.24689426917411E+018,https://www.indiatoday.in/fact-check/story/truth-coronavirus-conspiracy-theory-behind-arrest-harvard-professor-1663659-2020-04-05,"Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.",1
17866,1.24650589191193E+018,https://www.indiatoday.in/fact-check/story/truth-coronavirus-conspiracy-theory-behind-arrest-harvard-professor-1663659-2020-04-05,"Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.",1
17896,1.25798686124452E+018,https://www.indiatoday.in/fact-check/story/fact-check-why-were-these-bank-employees-being-transferred-to-an-ambulance-1673882-2020-05-03,All employees of a Punjab National Bank branch at Ghaziabad’s Loni have been found corona positive.,1
17948,1.26421790558518E+018,https://www.indiatoday.in/fact-check/story/fact-check-video-of-woman-being-thrashed-brutally-goes-viral-with-communal-twist-1681475-2020-05-24,Video of Muslim woman being brutally beaten up in India.,1
17985,1.33661658170774E+018,https://www.indiatoday.in/fact-check/story/coca-cola-first-year-sales-bottles-glasses-post-viral-1616800-2019-11-07,Coca-Cola sold just 25 bottles in its first year.,1
17988,1.25438200633672E+018,https://www.indiatoday.in/fact-check/story/coca-cola-first-year-sales-bottles-glasses-post-viral-1616800-2019-11-07,Coca-Cola sold just 25 bottles in its first year.,1
18181,1.29487749334274E+018,https://www.indiatoday.in/fact-check/story/fact-check-not-king-bahrain-in-dubai-automaton-bodyguard-1712063-2020-08-17,Video shows King of Bahrain arriving in Dubai with his robot bodyguard.,1
18182,1.29419878660935E+018,https://www.indiatoday.in/fact-check/story/fact-check-not-king-bahrain-in-dubai-automaton-bodyguard-1712063-2020-08-17,Video shows King of Bahrain arriving in Dubai with his robot bodyguard.,1
18188,1.29523948710304E+018,https://www.indiatoday.in/fact-check/story/fact-check-not-king-bahrain-in-dubai-automaton-bodyguard-1712063-2020-08-17,Video shows King of Bahrain arriving in Dubai with his robot bodyguard.,1
18293,1.31529769724355E+018,https://www.thequint.com/news/webqoof/years-old-image-of-pigeon-on-hospital-patient-fact-check,Pigeon visited lonely patient in hospital,1
18332,1.25142074828101E+018,https://www.indiatoday.in/fact-check/story/fact-check-this-is-not-bruce-lee-playing-ping-pong-with-nunchaku-1616947-2019-11-08,"Rare clip of Bruce Lee playing ping-pong with Nunchaku
",1
18373,1.22223160569288E+018,https://www.indiatoday.in/fact-check/story/fact-check-bangladeshi-woman-s-viral-video-is-not-of-religious-conversion-but-exorcism-1440545-2019-01-27,A Hindu woman in Bangladesh is being converted to Islam,1
18412,1.21602146648926E+018,https://www.indiatoday.in/fact-check/story/not-made-in-india-train-transported-australia-1572715-2019-07-23,This is the video of ‘Made in India’ double-decker metro train coaches in Australia.,1
18453,1.24390297771629E+018,https://www.indiatoday.in/fact-check/story/fact-check-no-putin-has-not-unleashed-lions-on-russian-streets-to-enforce-corona-lockdown-1658566-2020-03-23,"Lions released on Russian streets by Vladimir Putin to force people inside
",1
18498,1.24855992387871E+018,https://www.indiatoday.in/fact-check/story/fact-check-can-kalonji-seeds-cure-covid-19-truth-behind-viral-myth-busted-1665269-2020-04-10,"Kalonji or Nigella Sativa seeds have 100 per cent hydroxychloroquine, and its consumption with honey can prevent coronavirus.",1
18539,1.25581919950451E+018,https://www.indiatoday.in/fact-check/story/fact-check-popular-bakery-in-mumbai-finds-itself-in-the-middle-of-coronavirus-rumours-1672971-2020-04-30,Mumbai’s popular Wibs bread company has been sealed after its workers tested positive for coronavirus. People should not consume their bread.,1
18540,1.2557763695538E+018,https://www.indiatoday.in/fact-check/story/fact-check-popular-bakery-in-mumbai-finds-itself-in-the-middle-of-coronavirus-rumours-1672971-2020-04-30,Mumbai’s popular Wibs bread company has been sealed after its workers tested positive for coronavirus. People should not consume their bread.,1
18542,1.25590251382537E+018,https://www.indiatoday.in/fact-check/story/fact-check-popular-bakery-in-mumbai-finds-itself-in-the-middle-of-coronavirus-rumours-1672971-2020-04-30,Mumbai’s popular Wibs bread company has been sealed after its workers tested positive for coronavirus. People should not consume their bread.,1
18563,1.2591387295471E+018,https://www.thequint.com/news/webqoof/loni-ghaziabad-pnb-employees-test-positive-for-coronavirus-video-taken-out-of-context-fact-check,All employees of Punjab National Bank in Loni in Ghaziabad have tested positive for coronavirus,1
18566,1.26021362985465E+018,https://www.thequint.com/news/webqoof/old-video-used-to-claim-dmk-leader-assaulted-lady-doctor-on-duty-fact-check,Tamil Nadu DMK party leader Selvakumar kicked a lady doctor on duty,1
18567,1.26276198175424E+018,https://www.thequint.com/news/webqoof/old-video-used-to-claim-dmk-leader-assaulted-lady-doctor-on-duty-fact-check,Tamil Nadu DMK party leader Selvakumar kicked a lady doctor on duty,1
18568,1.26706610458671E+018,https://www.thequint.com/news/webqoof/old-video-used-to-claim-dmk-leader-assaulted-lady-doctor-on-duty-fact-check,Tamil Nadu DMK party leader Selvakumar kicked a lady doctor on duty,1
18616,1.27102050914528E+018,https://www.thequint.com/news/webqoof/clip-of-girl-in-gujarat-beaten-for-eloping-viral-as-dalit-thrashed-in-uttar-pradesh-fact-check,Dalit woman beaten up in Uttar Pradesh for drawing water from upper caste well.,1
18659,1.28358848239324E+018,https://www.indiatoday.in/fact-check/story/fact-check-what-did-who-say-about-asymptomatic-transmission-of-covid-19-1689025-2020-06-14,"After destroying the world economy, WHO has now taken a U-turn, saying asymptomatic Covid-19 cases rarely spread the disease.",1
18703,1.29419878660935E+018,https://newsmobile.in/articles/2020/08/13/fact-check-this-video-is-not-of-king-of-bahrain-arriving-in-dubai-with-his-robot-bodyguard/,King of Bahrain arrives in Dubai with his robot bodyguard fitted 360 with cameras and inbuilt pistols,1
18738,1.29429451392259E+018,https://newsmobile.in/articles/2020/08/13/fact-check-this-video-is-not-of-king-of-bahrain-arriving-in-dubai-with-his-robot-bodyguard/,King of Bahrain arrives in Dubai with his robot bodyguard fitted 360 with cameras and inbuilt pistols,1
18823,1.29523948710304E+018,https://www.thequint.com/news/webqoof/clip-of-robot-at-defence-show-viral-as-king-of-bahrain-bodyguard-fact-check,King of Bahrain arriving at Dubai with his robot bodyguard,1
18835,1.29991723307497E+018,https://www.indiatoday.in/fact-check/story/fact-check-truth-behind-mother-fox-feeding-koalas-during-australia-bushfires-1640381-2020-01-26,Mother fox breastfeeding baby koalas during Australian bushfires.,1
18845,1.304610171122E+018,https://www.indiatoday.in/fact-check/story/severed-head-chennai-kill-sister-rapist-viral-video-wrong-fake-1556095-2019-06-25,Man went to police station with severed head of sister’s rapist in Chennai.,1
18858,1.30913410412284E+018,https://www.thequint.com/news/webqoof/who-advised-against-isolation-and-social-distancing-fake-news,WHO has advised people against social distancing and quarantine amid COVID-19 outbreak,1
18889,1.31822719516525E+018,https://www.thequint.com/news/webqoof/jama-masjid-is-not-issuing-fatwa-against-tanishq-ad-fact-check,Jama Masjid will issue a fatwa against Tanishq advertisement,1
18909,1.34240153744475E+018,https://www.thequint.com/news/webqoof/clip-from-south-africa-viral-as-man-with-cheetahs-in-sirohi-pipleshvar-mahadev-mandir-fact-check,Cheetahs cuddling with servant of Pipleshvar Mahadev Mandir,1
18924,1.33076799026715E+018,https://www.indiatoday.in/fact-check/story/fact-check-1938-video-of-bks-iyengar-shared-as-pm-modi-performing-yoga-1743778-2020-11-24,"Rare footage of Prime Minister Narendra Modi performing yoga.
",1
20530,1.3788530815809E+018,https://www.snopes.com/fact-check/boebert-tweet-pelosi-location/,"Republican congresswoman Lauren Boebert tweeted about House Speaker Nancy Pelosi's whereabouts during the Jan. 6, 2021 Capitol riot.",0
20596,1.37742657558761E+018,https://www.snopes.com/fact-check/melania-trump-multiple-languages/,"First lady Melania Trump speaks five languages fluently: Slovenian, English, French, Italian, and German.",0
20605,1.37764917755185E+018,https://www.snopes.com/fact-check/melania-trump-multiple-languages/,"First lady Melania Trump speaks five languages fluently: Slovenian, English, French, Italian, and German.",0
20646,1.38710628956245E+018,https://www.snopes.com/fact-check/cocaine-coca-cola/,Coca-Cola used to (or still does) contain cocaine.,0
20899,1.37516910345592E+018,https://www.snopes.com/fact-check/worlds-longest-human-poop/,A woman set a world record in 1995 for the longest human poop at 26 feet in length.,0
20926,1.36917361718402E+018,https://www.snopes.com/fact-check/senomyx-flavor-additive/,Products from Pepsi and other major food producers are 'manufactured using the tissue of aborted human babies.',0
23290,1.35388611508274E+018,https://www.boomlive.in/fast-check/2014-clip-revived-as-hindu-chants-recited-for-kamala-harris-at-white-house-10913,Clip shows Kamala Harris started her first day in office with mantras of sanatan dharma,1
23387,1.3478484111317E+018,https://www.boomlive.in/fact-check/fact-check-fake-news-balakot-zafar-hilaly-ani-india-today-surgical-strike-300-deaths-pakistan-narendra-modi-11487,Former Pak diplomat admits 300 casualties in Balakot airstrike by India,1
23388,1.34818848518258E+018,https://www.boomlive.in/fact-check/fact-check-fake-news-balakot-zafar-hilaly-ani-india-today-surgical-strike-300-deaths-pakistan-narendra-modi-11487,Former Pak diplomat admits 300 casualties in Balakot airstrike by India,1
23515,1.36874449172992E+018,https://www.altnews.in/hindu-man-allegedly-murders-family-and-kills-himself-in-pakistan-indian-media-communalises-incident/,Hindu family of five killed in Pakistan in a crime against minorities,1
23583,1.34814118166692E+018,https://www.altnews.in/bjp-or-congress-sympathisers-identifying-the-trump-supporters-who-raised-indian-flag-at-capitol-hill/,Indian flag raised by Congress supporters during Capitol Hill rioting,1
23641,1.35507033623287E+018,https://www.altnews.in/media-reports-present-hindu-sena-backed-protest-as-locals-against-farmers-at-singhu-border/,Locals protested against farm bill agitation at Singhu border,1
24262,1.38289289194566E+018,https://www.boomlive.in/coronavirus-outbreak/false-japanese-nobel-laureate-tasuku-honjo-says-sars-cov-2-is-man-made-7835,Nobel Laureate Tasuku Honjo said coronavirus is man-made,1
24576,1.38857051014598E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Reliance taking credit for oxygen supplied by Saudi Arabia,1
24578,1.38854636352938E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Reliance taking credit for oxygen supplied by Saudi Arabia,1
24679,1.39073301853327E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Reliance taking credit for oxygen supplied by Saudi Arabia,1
24681,1.38980922897459E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Reliance taking credit for oxygen supplied by Saudi Arabia,1
24724,1.38873629900409E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Reliance taking credit for oxygen supplied by Saudi Arabia,1
24830,1.39305756867986E+018,https://www.altnews.in/old-video-shared-with-false-claim-that-gaza-residents-are-faking-injuries/,Gaza residents fake injuries with make up to gain sympathy,1
24850,1.3921478511998E+018,https://www.altnews.in/old-fake-funeral-video-from-jordan-viral-to-discredit-reports-of-palestinian-casualties/,Palestine protestors fake funeral to gain sympathy during conflict with Israel,1
25189,1.38309099926678E+018,https://www.boomlive.in/world/new-york-man-throws-money-in-tribute-to-friend-dead-from-covid-19-12645,Video shows man throwing money in tribute do friend dead from COVID-19.,1
25256,1.3925170131599E+018,https://www.boomlive.in/fact-check/fake-news-viral-photo-ganga-river-dead-bodies-2015-photo-covid-19-bihar-buxar-factcheck-13126,"Recent photo shows dead bodies floating in the Ganga near Buxar, Bihar",1
25258,1.39249379161384E+018,https://www.boomlive.in/fact-check/fake-news-viral-photo-ganga-river-dead-bodies-2015-photo-covid-19-bihar-buxar-factcheck-13126,"Recent photo shows dead bodies floating in the Ganga near Buxar, Bihar",1
25299,1.39272211870654E+018,https://www.boomlive.in/fact-check/fake-news-viral-photo-ganga-river-dead-bodies-2015-photo-covid-19-bihar-buxar-factcheck-13126,"Recent photo shows dead bodies floating in the Ganga near Buxar, Bihar",1
25310,1.39305756867986E+018,https://www.boomlive.in/fact-check/fake-news-palestine-gaza-israel-makeup-injury-west-bank-13153,Palestinian Muslims are applying makeup to feign injuries at the hands of Israel.,1
25427,1.39072849959848E+018,https://www.boomlive.in/fact-check/fake-news-reliance-industries-puts-sticker-on-oxygen-from-saudi-arabia-covid-19-coronavirus-pandemic-12998,Oxygen sent from Saudi Arabia is being distributed in the name of Reliance,1
25430,1.39068993486077E+018,https://www.boomlive.in/fact-check/fake-news-reliance-industries-puts-sticker-on-oxygen-from-saudi-arabia-covid-19-coronavirus-pandemic-12998,Oxygen sent from Saudi Arabia is being distributed in the name of Reliance,1
25431,1.39066891805912E+018,https://www.boomlive.in/fact-check/fake-news-reliance-industries-puts-sticker-on-oxygen-from-saudi-arabia-covid-19-coronavirus-pandemic-12998,Oxygen sent from Saudi Arabia is being distributed in the name of Reliance,1
25434,1.39086529372818E+018,https://www.boomlive.in/fact-check/fake-news-reliance-industries-puts-sticker-on-oxygen-from-saudi-arabia-covid-19-coronavirus-pandemic-12998,Oxygen sent from Saudi Arabia is being distributed in the name of Reliance,1
25595,1.39896606737284E+018,https://www.altnews.in/strange-figure-like-alien-or-ghost-from-hazaribagh-is-actually-a-woman-wallking-naked-in-ichinda-jharkhand/,"Alien or ghost spotted in Hazaribagh, Jharkhand",1
25653,1.40034584017107E+018,https://www.boomlive.in/fact-check/fugitive-diamond-businessman-nirav-modi-arrest-london-court-statement-bjp-india-fake-news-13431,Nirav Modi says in Londin court that he did not flee India but was expelled and BJP leaders took a share for it.,1
25781,1.35434253937405E+018,https://www.boomlive.in/fake-news/2016-video-of-pro-khalistan-rally-falsely-linked-to-farmers-protests-11058,Clip from Farmers protest in Delhi showing Pro-Khalistan slogans being raised,1
25782,1.3548682320758E+018,https://factcheck.afp.com/bacterial-pneumonia-complication-influenza-not-linked-mask-wearing%20%7C%20https://www.boomlive.in/world/bacterial-pneumonia-is-not-caused-by-wearing-face-masks-10331,"Masks cause bacterial pneumonia, Fauci knew and wrote about it",1
25832,1.37801058538048E+018,https://www.altnews.in/bjp-bengal-shares-clipped-video-to-claim-tmc-candidate-threatened-women-voters/,"Koushani Mukherjee threatened voters. Said, ""You have mothers and sisters""",1
25833,1.37860391056737E+018,https://www.altnews.in/bjp-bengal-shares-clipped-video-to-claim-tmc-candidate-threatened-women-voters/,"Koushani Mukherjee threatened voters. Said, ""You have mothers and sisters""",1
25891,1.38985121854183E+018,https://www.altnews.in/no-5g-radiation-has-not-caused-the-second-wave-of-covid-19-in-india/,5G radiation is the cause behind the second wave of coronavirus pandemic in India,1
25995,1.39366368518967E+018,https://www.altnews.in/israeli-policeman-strangling-palestinian-child-to-death-old-video-false-claim/,Israeli policeman strangling a Palestinian child to death,1
26092,1.44763430732178E+018,https://www.altnews.in/video-of-water-tanker-running-over-women-protestors-shared-with-false-claims/,BJP/ farm law protestors mowed down elderly women using tractor,1
26172,1.44319100322188E+018,https://www.altnews.in/fact-checking-media-reports-on-surge-in-ups-gross-state-domestic-product/,Uttar Pradesh's GSDP quickly rose to second highest under Yogi Adityanath,1
26252,1.41576426299203E+018,https://www.altnews.in/old-photo-from-bangladesh-viral-as-crowd-welcoming-asaduddin-owaisi-in-ghaziabad/,Massive crowd to welcome Asaduddin Owaisi at Uttar Pradesh Gate in Ghaziabad,1
26290,1.42895382049149E+018,https://www.altnews.in/ujjain-videos-qazi-saab-zindabad-slogan-mistaken-for-pakistan-zindabad/,Pakistan Zindabad slogans raised at Muharram rally in Ujjain,1
26341,1.43243750344578E+018,https://www.altnews.in/does-the-video-show-taliban-hanging-a-body-from-a-helicopter/,American interpreter was hanged to death on a Black Hawk helicopter by the Taliban,1
26349,1.43255768498997E+018,https://www.altnews.in/does-the-video-show-taliban-hanging-a-body-from-a-helicopter/,American interpreter was hanged to death on a Black Hawk helicopter by the Taliban,1
26360,1.43255093719375E+018,https://www.altnews.in/does-the-video-show-taliban-hanging-a-body-from-a-helicopter/,American interpreter was hanged to death on a Black Hawk helicopter by the Taliban,1
26511,1.45124494920739E+018,https://www.altnews.in/media-misreports-afghan-womens-volleyball-player-beheaded-by-taliban/,Mahjabin Hakimi from Afghanistan women's volleyball team beheaded by Taliban,1
26569,1.45130327186855E+018,https://www.altnews.in/media-misreports-afghan-womens-volleyball-player-beheaded-by-taliban/,Mahjabin Hakimi from Afghanistan women's volleyball team beheaded by Taliban,1
26577,1.45121331278874E+018,https://www.altnews.in/media-misreports-afghan-womens-volleyball-player-beheaded-by-taliban/,Mahjabin Hakimi from Afghanistan women's volleyball team beheaded by Taliban,1
26856,1.47100631173939E+018,https://www.altnews.in/old-video-falsely-viral-as-united-malappuram-carved-out-of-kerala-as-separate-muslim-nation/,Mamallapuram has own Islamic Prime Minister and they have their own Army. ,1
26857,1.47126817711597E+018,https://www.altnews.in/old-video-falsely-viral-as-united-malappuram-carved-out-of-kerala-as-separate-muslim-nation/,Mamallapuram has own Islamic Prime Minister and they have their own Army. ,1
26858,1.47097550711399E+018,https://www.altnews.in/old-video-falsely-viral-as-united-malappuram-carved-out-of-kerala-as-separate-muslim-nation/,Mamallapuram has own Islamic Prime Minister and they have their own Army. ,1
26886,1.47356029597702E+018,https://www.altnews.in/bjp-leader-gives-false-communal-spin-to-domestic-violence-case-in-pak-media-follows-suit/,Hindu woman abducted by Muslims in Pakistan,1
26964,1.4348992012598E+018,https://www.boomlive.in/fact-check/fake-news-republic-tv-zee-hindustan-pakistan-airstrikes-panjshir-valley-taliban-afghanistan-arma-3-video-game-factcheck-14582,Footage shows airstrikes in Panjshir valley by Pakistani airforce,1
27057,1.42826811277274E+018,https://www.boomlive.in/fact-check/safia-ferozi-farkhunda-malikzada-lynching-taliban-afghanistan-14361,"Image shows Afghan female pilot Safia Ferozi being stoned to death by the Taliban, after they came back to power in August, 2021.",1
27187,1.44688257800323E+018,https://www.altnews.in/no-this-is-not-punjab-cm-charanjit-channi-getting-baptised/,Punjab CM Charanjit Singh Channi gets baptised,1
27188,1.44688311994918E+018,https://www.altnews.in/no-this-is-not-punjab-cm-charanjit-channi-getting-baptised/,Punjab CM Charanjit Singh Channi gets baptised,1
27332,1.45050185209363E+018,https://www.altnews.in/prakash-javadekar-shares-8-month-old-video-as-govt-supplying-coal-amid-recent-shortage/,Video of 4 km long rack train with 4 engines running to supply coal to power plants,1
27465,1.47416874033797E+018,https://www.altnews.in/fact-check-did-shah-jahan-chop-off-the-hands-of-taj-mahal-workers/,Shah Jahan chopped hands of Taj Mahal workers,1
27480,1.41524258752328E+018,https://www.boomlive.in/fact-check/video-from-video-game-digital-combat-simulator-falsely-shared-as-real-mig-fighter-jet-lands-on-a-dam-13903,Video shows MiG fighter jets landing on a dam and then taking off,1
27534,1.43229216646687E+018,https://www.altnews.in/no-this-wasnt-the-first-time-janmashtami-was-celebrated-in-kashmir-in-32-years/,Janmashtami celebrations in Kashmir take place after 32 years,1
27545,1.43359597222379E+018,https://www.altnews.in/old-video-of-pak-man-stealing-electricity-and-threatening-to-kill-shared-as-india/,Indian Muslim man steals electricity and threatens to kill if connection is stopped,1
27546,1.43358013182242E+018,https://www.altnews.in/old-video-of-pak-man-stealing-electricity-and-threatening-to-kill-shared-as-india/,Indian Muslim man steals electricity and threatens to kill if connection is stopped,1
27548,1.43360628089608E+018,https://www.altnews.in/old-video-of-sandstorm-viral-as-clouds-settled-on-the-road/,Clouds on the road in Tibet,1
